,person,label,periodo,ad campaign hit_mean,brand listing_mean,checkout_mean,conversion_mean,generic listing_mean,lead_mean,search engine hit_mean,searched products_mean,staticpage_mean,viewed product_mean,visited site_mean,Bom,Bom - Sem Touch ID,Excelente,Muito Bom,Novo,visitas_dom,visitas_lun,visitas_mar,visitas_mier,visitas_jue,visitas_vier,visitas_sab,conversiones_mean
22,111ac3c5,0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,8f73daae,0,9.5,13.75,1.5,2.75,0.0,0.0,0.0,0.0,5.0,0.0,25.0,8.5,15.0,0.0,6.25,6.5,0.0,0.5,1.5,1.75,2.5,0.5,0.75,1.0,0.0
24,001ca5ee,0,9.0,1.4,1.4,0.2,0.0,1.4,0.0,1.0,0.0,0.0,9.2,2.8,1.6,0.0,6.4,1.4,0.0,0.0,0.6,1.2,0.6,0.0,0.4,0.0,0.0
25,8123457d,1,9.5,1.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,3.0,1.0,0.5,0.0,2.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
26,6b78331f,0,11.0,3.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
27,6421d9fe,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,d343d6ee,0,10.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,23.0,0.0,40.0,3.0,19.0,23.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
29,835621ad,0,9.5,0.5,0.5,0.5,0.0,5.25,0.0,0.0,0.0,0.5,15.25,6.0,6.0,0.3333333333333333,7.333333333333333,5.0,2.3333333333333335,1.75,1.0,1.0,1.0,1.25,0.0,0.0,0.0
30,124936a3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,dfdd12ba,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,bed17613,0,10.5,5.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,4.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0
33,16fe7a20,0,9.0,2.75,0.5,0.5,1.0,1.25,0.0,1.0,2.25,0.0,3.25,4.0,4.0,0.0,0.25,0.5,0.0,1.0,1.0,0.75,0.5,0.5,0.0,0.25,4.0
34,c6adf2a2,0,10.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,a535ae46,0,11.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,3e0a157f,0,10.0,10.0,1.0,14.0,0.0,12.0,0.0,3.0,0.0,0.0,80.0,10.0,12.0,3.0,45.0,34.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0
37,d43165f0,0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,5.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
38,18545d76,0,10.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,19.0,4.0,5.0,0.0,12.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
39,1459f687,0,11.0,0.0,6.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,19.0,2.0,2.0,4.0,9.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,cf1f1f0c,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,a95e63b0,0,11.0,4.0,43.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,35.0,1.0,30.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,d76a02a8,0,9.0,3.5,3.0,0.5,0.5,0.75,0.0,0.25,0.0,0.25,10.5,3.75,3.75,0.0,1.5,6.25,0.0,0.25,1.0,0.0,0.75,0.25,1.25,0.25,2.0
43,c99e92ca,0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,eac859e3,0,11.0,20.0,43.0,4.0,1.0,18.0,1.0,10.0,16.0,0.0,326.0,10.0,126.0,2.0,81.0,122.0,0.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0
45,eb3f7713,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,e4b02ea2,1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
47,a82577d3,0,11.0,6.0,18.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,29.0,2.0,21.0,0.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,d8001b23,1,9.0,1.6,5.0,0.0,0.0,0.8,0.0,2.8,0.8,0.0,8.2,2.6,3.25,0.25,4.25,2.5,0.0,0.6,0.4,0.6,0.6,0.2,0.0,0.2,0.0
49,cc82e97b,0,11.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,13.0,2.0,3.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
50,be009232,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,1dfc95a9,0,8.0,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,0.0,2.6666666666666665,2.3333333333333335,2.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,0.0
52,9f96a6cd,0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,db3c22cc,0,11.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,5.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,7a472832,1,10.5,2.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,69.5,4.0,23.0,18.0,14.0,16.5,0.0,0.5,1.5,1.0,0.5,0.0,0.0,0.5,2.0
55,1c28e2b3,0,11.0,5.0,6.0,2.0,0.0,10.0,0.0,5.0,6.0,0.0,19.0,2.0,17.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
56,cb0d3339,0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
57,45a1fa0d,1,10.5,0.5,0.0,0.0,0.0,1.5,0.0,0.5,2.5,0.0,3.5,1.0,0.0,0.0,0.0,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
58,0c00dc08,0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,3f14240f,0,10.5,4.0,4.0,1.0,1.0,10.5,0.0,5.5,4.5,1.5,37.0,7.5,12.0,0.0,10.0,17.0,0.0,0.0,1.0,2.0,0.5,3.5,0.0,0.5,2.0
60,5f600f50,0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
61,57fd41ba,0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,ae949955,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,c065014b,0,11.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,12c0225e,0,10.0,0.0,9.0,1.0,1.0,3.0,0.0,2.0,10.0,0.0,8.0,3.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
65,653ff941,0,11.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,16.0,4.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
66,f263345c,0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,9eea3b0d,0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,0cd9549e,0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,de41fa13,1,11.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
70,c7dba464,0,11.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2954bbe3,0,10.5,0.0,0.5,1.0,0.5,0.5,0.0,1.5,2.0,0.0,2.0,1.5,0.5,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0
72,965ba647,0,10.5,3.0,15.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,25.0,2.0,15.0,0.0,3.5,7.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0
73,65db6564,0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,5f690282,0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,10.0,2.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
75,4118be94,0,10.5,0.5,0.0,0.5,0.0,2.0,0.0,0.5,0.0,0.5,0.5,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
76,b36d2b29,0,10.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,5ab2569f,0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,d26d88be,0,10.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,9.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,1c36be6b,0,7.5,5.0,5.5,0.5,0.0,3.5,0.0,4.5,8.0,0.0,3.0,4.5,1.5,0.0,0.0,2.0,0.0,0.5,1.5,0.5,1.5,0.0,0.0,0.5,0.0
80,e226e4ca,0,10.0,5.333333333333333,0.0,10.0,2.6666666666666665,6.0,0.3333333333333333,0.6666666666666666,15.0,0.0,59.0,15.0,47.333333333333336,1.6666666666666667,3.6666666666666665,19.0,0.0,1.6666666666666667,4.0,2.0,1.0,2.3333333333333335,1.3333333333333333,2.6666666666666665,2.6666666666666665
81,fe5679d2,0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
82,0794d197,0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
83,cc73b33e,0,9.333333333333334,2.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,3.6666666666666665,1.3333333333333333,1.6666666666666667,0.0,1.6666666666666667,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
84,6b7b17f1,0,10.0,2.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,15.0,1.5,3.0,0.0,8.0,4.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0
85,eab40f92,0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,6a08a60c,1,9.25,3.75,0.0,0.75,0.0,1.5,0.0,2.0,4.0,0.0,7.5,2.5,4.5,0.5,2.5,0.75,0.0,0.25,1.0,0.75,0.25,0.0,0.25,0.0,0.0
87,7908cfb1,0,11.0,0.0,2.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,5.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,338c1ebd,1,11.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,5.0,0.0,25.0,1.0,11.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,d766aec3,0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,1.0,19.0,0.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,f8d5b9f5,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
91,ad151501,0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,62adfa0c,0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
93,4d9db593,0,11.0,5.0,3.0,4.0,0.0,11.0,0.0,1.0,10.0,0.0,96.0,6.0,31.0,3.0,30.0,36.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
94,e6748804,0,10.5,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,10.5,2.5,5.0,0.0,5.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0
95,8e5ea0ac,0,10.5,1.0,4.5,0.0,0.0,1.5,0.0,1.0,0.0,0.0,5.0,1.5,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0
96,a2922b73,0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,4105b21e,0,10.0,3.0,4.0,6.0,1.0,5.0,0.0,2.0,1.0,0.0,21.0,9.0,6.0,3.0,2.0,17.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0
98,24f10191,0,11.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
99,15c6f544,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,7e59c10b,0,10.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,2.6666666666666665,0.0,1.6666666666666667,0.6666666666666666,0.0,27.0,4.0,18.5,0.0,8.5,15.0,0.5,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0
101,eecd9ba4,0,11.0,10.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
102,f2cc70ff,0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2da7eb9c,0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
104,0e8091a8,0,10.5,1.5,3.0,0.5,0.0,2.5,0.0,1.5,0.0,0.0,16.0,2.5,5.0,0.0,4.5,7.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0
105,c792a751,1,8.75,1.75,0.0,0.0,0.0,0.75,0.0,0.25,1.5,0.25,7.5,2.0,4.0,0.0,1.0,5.0,0.0,1.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0
106,689bb662,0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
107,6bf7d423,0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,37720542,0,10.0,2.3333333333333335,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,5.666666666666667,2.0,2.6666666666666665,0.0,3.3333333333333335,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
109,7472f676,0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
110,65ec1b06,0,11.0,3.0,2.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,28.0,2.0,13.0,1.0,11.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2b3d93ca,0,11.0,1.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112,030cdb09,0,10.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,13.333333333333334,1.0,5.333333333333333,0.0,6.0,2.3333333333333335,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
113,c1dc5569,0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
114,2398acfa,0,10.5,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
115,04708f23,0,9.5,4.5,6.5,1.5,0.0,8.5,0.0,1.5,3.0,0.0,55.5,4.5,31.0,1.5,8.5,16.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
116,6633c5e1,0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,fdc665d0,0,11.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,12.0,2.0,0.0,0.0,9.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
118,6131ed0c,0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
